id,Names,Surnames,Age,Email,Worktimes,Schedules,Studies level,Pets,Cooking,Sport,Smoking,Organized
1976,Albert,Robinson ,34,AlbertRobinson @gmail.com,morning,night,university,No,No,Yes,No,No
1977,John,Bush,25,JohnBush@gmail.com,night,morning,university,No,No,No,No,No
1978,Anthony,Johnson,30,AnthonyJohnson@gmail.com,night,morning,university,No,Yes,No,Yes,Yes
1979,Josephine,Williams,33,JosephineWilliams@gmail.com,night,night,university,Yes,No,No,No,No
1980,Maria,Roberts ,26,MariaRoberts @gmail.com,morning,night,secondary,Yes,No,No,Yes,No
1981,Derek,Evans ,31,DerekEvans @gmail.com,night,morning,university,No,No,No,Yes,No
1982,Michael,Walker ,23,MichaelWalker @gmail.com,night,morning,university,No,Yes,Yes,Yes,No
1983,George,Robinson ,19,GeorgeRobinson @gmail.com,morning,morning,secondary,Yes,Yes,Yes,No,No
1984,Luna,Lee ,30,LunaLee @gmail.com,night,morning,university,Yes,No,No,No,No
1985,Josephine,Wright,27,JosephineWright@gmail.com,night,night,university,Yes,Yes,No,Yes,No
1986,Josephine,Davies ,28,JosephineDavies @gmail.com,night,morning,secondary,Yes,Yes,Yes,No,No
1987,Marie,White,27,MarieWhite@gmail.com,night,morning,university,Yes,Yes,No,No,Yes
1988,Anthony,Hughes ,30,AnthonyHughes @gmail.com,morning,morning,secondary,Yes,Yes,No,Yes,No
1989,Jorge,Davies ,23,JorgeDavies @gmail.com,night,morning,university,No,No,No,No,Yes
1990,Anthony,Taylor,24,AnthonyTaylor@gmail.com,morning,morning,university,No,No,Yes,Yes,Yes
1991,Lucas,White,24,LucasWhite@gmail.com,night,morning,secondary,Yes,No,Yes,No,Yes
1992,Albert,Robinson ,27,AlbertRobinson @gmail.com,morning,morning,secondary,Yes,Yes,No,No,No
1993,Anthony,Brown,24,AnthonyBrown@gmail.com,night,night,secondary,Yes,No,No,No,No
1994,Michael,Williams,23,MichaelWilliams@gmail.com,morning,morning,secondary,Yes,No,No,No,No
1995,Luna,Roberts ,34,LunaRoberts @gmail.com,night,night,secondary,No,Yes,No,Yes,No
1996,Maria,Evans ,23,MariaEvans @gmail.com,night,night,secondary,No,Yes,Yes,No,Yes
1997,Miguel,Williams,30,MiguelWilliams@gmail.com,night,night,university,Yes,Yes,No,No,Yes
1998,Marie,White,30,MarieWhite@gmail.com,morning,night,secondary,No,No,Yes,Yes,No
1999,Nick,Davies ,30,NickDavies @gmail.com,night,morning,university,Yes,No,No,No,No
2000,Michael,Williams,29,MichaelWilliams@gmail.com,night,morning,university,No,No,No,No,Yes
2001,Anthony,Brown,30,AnthonyBrown@gmail.com,night,morning,secondary,No,No,No,Yes,Yes
2002,Nick,Walker ,27,NickWalker @gmail.com,night,night,university,No,Yes,Yes,Yes,No
2003,Lucas,Lee ,25,LucasLee @gmail.com,morning,night,secondary,Yes,No,Yes,No,Yes
2004,Derek,Taylor,21,DerekTaylor@gmail.com,morning,morning,university,No,Yes,Yes,Yes,Yes
2005,Marie,Wright,29,MarieWright@gmail.com,morning,morning,secondary,Yes,Yes,Yes,Yes,Yes
2006,LouisaLoren,Davies ,27,LouisaLorenDavies @gmail.com,night,night,secondary,No,Yes,Yes,Yes,Yes
2007,Albert,Davies ,23,AlbertDavies @gmail.com,night,night,secondary,No,No,Yes,Yes,Yes
2008,Miguel,Taylor,24,MiguelTaylor@gmail.com,morning,morning,secondary,Yes,No,No,Yes,Yes
2009,Jorge,Williams,18,JorgeWilliams@gmail.com,morning,night,university,Yes,No,No,No,No
2010,Anthony,Davies ,32,AnthonyDavies @gmail.com,morning,night,secondary,Yes,Yes,Yes,No,No
2011,Mario,Jones,24,MarioJones@gmail.com,morning,night,university,No,Yes,Yes,Yes,No
2012,Antonio,Thomas ,22,AntonioThomas @gmail.com,morning,night,university,Yes,Yes,Yes,No,Yes
2013,Anthony,Lee ,24,AnthonyLee @gmail.com,morning,morning,university,Yes,Yes,Yes,No,Yes
2014,Josephine,Jones,22,JosephineJones@gmail.com,morning,morning,secondary,No,Yes,No,No,Yes
2015,Albert,Williams,28,AlbertWilliams@gmail.com,night,night,secondary,No,No,Yes,No,Yes
2016,Lucas,Johnson,27,LucasJohnson@gmail.com,night,morning,university,No,Yes,No,Yes,No
2017,Lucas,Jones,20,LucasJones@gmail.com,morning,morning,university,Yes,No,Yes,Yes,No
2018,Mario,Williams,24,MarioWilliams@gmail.com,night,morning,university,No,Yes,Yes,Yes,No
2019,Anthony,Williams,23,AnthonyWilliams@gmail.com,morning,night,secondary,Yes,No,No,Yes,No
2020,Mario,Walker ,20,MarioWalker @gmail.com,night,night,secondary,Yes,Yes,Yes,No,No
2021,Miguel,Williams,21,MiguelWilliams@gmail.com,night,night,secondary,Yes,No,Yes,No,Yes
2022,Jorge,Wright,18,JorgeWright@gmail.com,morning,night,secondary,Yes,No,Yes,Yes,No
2023,Marie,Williams,24,MarieWilliams@gmail.com,morning,night,secondary,Yes,Yes,No,No,No
2024,George,Taylor,22,GeorgeTaylor@gmail.com,night,night,university,No,No,No,Yes,Yes
2025,LouisaLoren,Williams,21,LouisaLorenWilliams@gmail.com,morning,night,secondary,No,Yes,No,No,No
2026,Derek,Bush,32,DerekBush@gmail.com,night,morning,university,No,Yes,Yes,No,Yes
2027,Josephine,White,23,JosephineWhite@gmail.com,morning,night,university,Yes,No,No,No,No
2028,George,Bush,19,GeorgeBush@gmail.com,night,morning,secondary,Yes,No,No,Yes,Yes
2029,Lucas,Johnson,19,LucasJohnson@gmail.com,night,night,university,Yes,Yes,Yes,No,No
2030,Jorge,Wright,22,JorgeWright@gmail.com,night,night,university,No,No,Yes,Yes,No
2031,Antonio,Bush,26,AntonioBush@gmail.com,night,night,secondary,Yes,Yes,No,Yes,No
2032,Luna,Walker ,33,LunaWalker @gmail.com,morning,night,secondary,No,No,Yes,No,Yes
2033,Albert,Lee ,32,AlbertLee @gmail.com,morning,night,university,No,No,No,No,Yes
2034,Nick,Hughes ,19,NickHughes @gmail.com,night,night,secondary,No,No,Yes,No,Yes
2035,Nick,Williams,21,NickWilliams@gmail.com,night,night,secondary,No,No,Yes,Yes,Yes
2036,Maria,Johnson,20,MariaJohnson@gmail.com,morning,morning,university,Yes,Yes,No,No,Yes
2037,Albert,Smith,20,AlbertSmith@gmail.com,morning,night,university,No,Yes,Yes,Yes,Yes
2038,John,Taylor,34,JohnTaylor@gmail.com,night,night,secondary,Yes,Yes,No,Yes,No
2039,Miguel,Jones,33,MiguelJones@gmail.com,night,morning,secondary,No,No,No,No,Yes
2040,Anthony,Walker ,21,AnthonyWalker @gmail.com,night,morning,secondary,Yes,Yes,No,Yes,Yes
2041,Luna,Hughes ,18,LunaHughes @gmail.com,morning,morning,university,No,No,Yes,No,No
2042,Michael,Walker ,25,MichaelWalker @gmail.com,night,night,university,Yes,No,Yes,Yes,No
2043,Anthony,Roberts ,30,AnthonyRoberts @gmail.com,morning,morning,secondary,Yes,Yes,No,No,Yes
2044,Lucas,Johnson,32,LucasJohnson@gmail.com,morning,morning,university,Yes,No,Yes,Yes,Yes
2045,Antonio,White,33,AntonioWhite@gmail.com,morning,night,secondary,Yes,Yes,No,No,No
2046,Miguel,Smith,24,MiguelSmith@gmail.com,morning,morning,university,No,Yes,No,No,No
2047,Maria,Hughes ,21,MariaHughes @gmail.com,night,night,university,Yes,No,Yes,Yes,Yes
2048,Jorge,Evans ,22,JorgeEvans @gmail.com,morning,night,secondary,No,No,No,No,Yes
2049,Miguel,Walker ,33,MiguelWalker @gmail.com,night,morning,secondary,Yes,Yes,No,Yes,No
2050,Antonio,Smith,30,AntonioSmith@gmail.com,night,night,secondary,No,No,Yes,Yes,Yes
2051,Marie,Lee ,34,MarieLee @gmail.com,night,night,secondary,No,Yes,No,No,Yes
2052,Albert,Thompson ,27,AlbertThompson @gmail.com,morning,morning,university,Yes,No,Yes,Yes,No
2053,Mario,Brown,18,MarioBrown@gmail.com,morning,night,university,No,Yes,Yes,No,Yes
2054,George,Johnson,20,GeorgeJohnson@gmail.com,night,morning,secondary,No,Yes,No,Yes,Yes
2055,Lucas,Jones,30,LucasJones@gmail.com,night,night,university,No,No,No,No,Yes
2056,Michael,Williams,31,MichaelWilliams@gmail.com,night,night,secondary,No,No,No,No,Yes
2057,Miguel,Jones,19,MiguelJones@gmail.com,night,morning,university,No,No,Yes,Yes,Yes
2058,Antonio,Walker ,23,AntonioWalker @gmail.com,night,night,university,Yes,Yes,Yes,No,No
2059,John,Brown,32,JohnBrown@gmail.com,night,night,secondary,Yes,Yes,No,No,No
2060,Antonio,Evans ,34,AntonioEvans @gmail.com,night,morning,university,No,No,Yes,No,Yes
2061,Maria,Lee ,34,MariaLee @gmail.com,morning,night,secondary,Yes,Yes,Yes,Yes,No
2062,LouisaLoren,Davies ,20,LouisaLorenDavies @gmail.com,morning,night,secondary,No,Yes,Yes,No,No
2063,Antonio,Thompson ,18,AntonioThompson @gmail.com,morning,morning,secondary,Yes,Yes,Yes,Yes,No
2064,Nick,Thompson ,24,NickThompson @gmail.com,night,night,secondary,No,No,Yes,No,No
2065,Lucas,Roberts ,33,LucasRoberts @gmail.com,night,morning,university,Yes,No,Yes,No,No
2066,Mario,Jones,33,MarioJones@gmail.com,night,morning,university,Yes,Yes,No,No,No
2067,John,Hughes ,22,JohnHughes @gmail.com,morning,morning,secondary,No,Yes,Yes,No,No
2068,Anthony,Lee ,20,AnthonyLee @gmail.com,night,morning,secondary,No,No,Yes,No,Yes
2069,Maria,Edwards ,28,MariaEdwards @gmail.com,morning,night,university,No,No,Yes,Yes,Yes
2070,Marie,Robinson ,27,MarieRobinson @gmail.com,night,morning,secondary,No,No,No,No,Yes
2071,Mario,Bush,19,MarioBush@gmail.com,night,night,secondary,Yes,No,Yes,Yes,Yes
2072,Jorge,Thomas ,34,JorgeThomas @gmail.com,morning,night,secondary,Yes,No,Yes,Yes,No
2073,Jorge,Roberts ,24,JorgeRoberts @gmail.com,night,night,university,Yes,No,No,Yes,No
2074,Marie,Edwards ,30,MarieEdwards @gmail.com,morning,night,secondary,Yes,No,No,Yes,No
2075,Mario,Roberts ,33,MarioRoberts @gmail.com,night,night,secondary,No,Yes,Yes,No,Yes
2076,Antonio,Johnson,19,AntonioJohnson@gmail.com,morning,morning,secondary,No,No,No,Yes,No
2077,Anthony,Williams,25,AnthonyWilliams@gmail.com,night,morning,university,No,No,Yes,Yes,Yes
2078,Luna,Thompson ,22,LunaThompson @gmail.com,night,night,secondary,Yes,No,Yes,No,Yes
2079,Nick,Smith,32,NickSmith@gmail.com,morning,night,secondary,Yes,Yes,Yes,No,No
2080,Jorge,Jones,18,JorgeJones@gmail.com,morning,morning,university,No,No,Yes,No,No
2081,Jorge,Hughes ,34,JorgeHughes @gmail.com,night,morning,university,No,Yes,Yes,Yes,No
2082,LouisaLoren,Johnson,33,LouisaLorenJohnson@gmail.com,night,night,university,Yes,No,Yes,No,Yes
2083,Albert,White,27,AlbertWhite@gmail.com,night,morning,university,Yes,Yes,No,Yes,No
2084,Mario,Hughes ,33,MarioHughes @gmail.com,morning,night,secondary,Yes,No,No,Yes,No
2085,Albert,Thompson ,34,AlbertThompson @gmail.com,night,morning,secondary,Yes,Yes,Yes,Yes,No
2086,Miguel,Lee ,27,MiguelLee @gmail.com,night,morning,university,No,No,Yes,No,No
2087,Albert,Wright,22,AlbertWright@gmail.com,morning,night,secondary,Yes,Yes,Yes,No,No
2088,Albert,Brown,21,AlbertBrown@gmail.com,night,morning,university,No,No,Yes,Yes,Yes
2089,Luna,Walker ,31,LunaWalker @gmail.com,night,night,secondary,Yes,Yes,Yes,Yes,Yes
2090,Jorge,Thompson ,33,JorgeThompson @gmail.com,night,morning,secondary,Yes,Yes,Yes,Yes,Yes
2091,Nick,Hughes ,18,NickHughes @gmail.com,night,morning,secondary,Yes,Yes,Yes,Yes,Yes
2092,Michael,Wright,24,MichaelWright@gmail.com,morning,night,secondary,Yes,Yes,No,No,Yes
2093,Maria,Hughes ,19,MariaHughes @gmail.com,night,morning,university,Yes,Yes,Yes,Yes,No
2094,Anthony,Johnson,25,AnthonyJohnson@gmail.com,night,morning,secondary,Yes,No,No,No,No
2095,Luna,Taylor,19,LunaTaylor@gmail.com,morning,night,university,No,Yes,Yes,No,No
2096,Maria,Thomas ,20,MariaThomas @gmail.com,night,night,secondary,Yes,No,Yes,Yes,No
2097,Marie,Jones,29,MarieJones@gmail.com,morning,night,university,Yes,No,No,No,Yes
2098,John,Johnson,33,JohnJohnson@gmail.com,night,morning,university,No,Yes,No,No,Yes
2099,Luna,Hughes ,25,LunaHughes @gmail.com,morning,morning,university,No,No,No,No,No
2100,LouisaLoren,Smith,34,LouisaLorenSmith@gmail.com,morning,night,secondary,Yes,Yes,Yes,No,No
2101,Mario,Walker ,23,MarioWalker @gmail.com,night,morning,secondary,No,Yes,No,Yes,No
2102,LouisaLoren,White,24,LouisaLorenWhite@gmail.com,morning,night,university,No,Yes,No,Yes,Yes
2103,John,Johnson,24,JohnJohnson@gmail.com,night,night,university,No,No,Yes,No,Yes
2104,Mario,Taylor,27,MarioTaylor@gmail.com,morning,night,secondary,Yes,Yes,No,No,No
2105,Derek,Hughes ,34,DerekHughes @gmail.com,morning,morning,university,Yes,Yes,Yes,Yes,No
2106,George,Walker ,19,GeorgeWalker @gmail.com,morning,night,secondary,Yes,Yes,Yes,No,Yes
2107,George,White,20,GeorgeWhite@gmail.com,morning,morning,secondary,No,Yes,No,No,No
2108,Jorge,Bush,23,JorgeBush@gmail.com,morning,morning,university,No,Yes,Yes,No,Yes
2109,Jorge,Hughes ,19,JorgeHughes @gmail.com,morning,morning,university,Yes,Yes,No,No,No
2110,Albert,Johnson,20,AlbertJohnson@gmail.com,morning,morning,university,No,No,Yes,No,Yes
2111,Antonio,Walker ,19,AntonioWalker @gmail.com,night,morning,secondary,No,No,Yes,Yes,Yes
2112,Anthony,Thompson ,20,AnthonyThompson @gmail.com,night,morning,secondary,Yes,No,Yes,No,No
2113,Antonio,Brown,21,AntonioBrown@gmail.com,morning,night,secondary,No,No,No,No,No
2114,Maria,Johnson,21,MariaJohnson@gmail.com,night,night,university,Yes,No,Yes,No,Yes
2115,Antonio,Williams,29,AntonioWilliams@gmail.com,morning,morning,university,Yes,No,No,Yes,No
2116,Michael,Davies ,28,MichaelDavies @gmail.com,night,morning,university,Yes,No,No,No,No
2117,Mario,Bush,26,MarioBush@gmail.com,night,night,secondary,No,No,Yes,No,Yes
2118,Maria,Lee ,18,MariaLee @gmail.com,morning,night,secondary,Yes,No,No,Yes,No
2119,Jorge,Bush,33,JorgeBush@gmail.com,morning,morning,university,Yes,Yes,Yes,Yes,Yes
2120,Miguel,Edwards ,33,MiguelEdwards @gmail.com,morning,morning,secondary,Yes,Yes,No,Yes,No
2121,Derek,Bush,31,DerekBush@gmail.com,morning,morning,university,Yes,No,No,No,Yes
2122,Luna,Brown,22,LunaBrown@gmail.com,morning,morning,secondary,Yes,Yes,No,Yes,No
2123,Michael,Walker ,22,MichaelWalker @gmail.com,night,night,university,No,No,Yes,No,Yes
2124,Albert,Smith,23,AlbertSmith@gmail.com,morning,morning,university,No,No,Yes,No,No
2125,Maria,Thompson ,25,MariaThompson @gmail.com,morning,morning,university,Yes,No,Yes,No,No
2126,LouisaLoren,Smith,19,LouisaLorenSmith@gmail.com,morning,morning,university,No,No,No,No,Yes
2127,Antonio,Bush,20,AntonioBush@gmail.com,night,night,secondary,No,No,No,Yes,No
2128,LouisaLoren,Williams,32,LouisaLorenWilliams@gmail.com,morning,night,university,No,No,Yes,Yes,Yes
2129,Anthony,Williams,20,AnthonyWilliams@gmail.com,night,morning,university,No,Yes,Yes,No,No
2130,Anthony,Brown,25,AnthonyBrown@gmail.com,morning,night,university,Yes,Yes,No,Yes,Yes
2131,LouisaLoren,Williams,19,LouisaLorenWilliams@gmail.com,morning,morning,university,No,No,No,No,Yes
2132,Luna,Taylor,22,LunaTaylor@gmail.com,night,night,secondary,No,No,No,No,Yes
2133,Nick,Robinson ,31,NickRobinson @gmail.com,night,night,secondary,Yes,Yes,Yes,Yes,Yes
2134,Anthony,Williams,26,AnthonyWilliams@gmail.com,night,morning,university,No,Yes,Yes,No,No
2135,Marie,Jones,23,MarieJones@gmail.com,night,morning,university,Yes,No,No,Yes,No
2136,Maria,Roberts ,25,MariaRoberts @gmail.com,night,night,university,No,No,No,Yes,No
2137,Michael,Jones,18,MichaelJones@gmail.com,night,night,secondary,No,Yes,No,Yes,No
2138,Mario,Brown,26,MarioBrown@gmail.com,night,night,university,No,Yes,No,No,No
2139,Lucas,Taylor,27,LucasTaylor@gmail.com,night,night,secondary,No,Yes,Yes,No,Yes
2140,Luna,Wright,29,LunaWright@gmail.com,morning,morning,secondary,No,No,Yes,No,Yes
2141,George,Hughes ,28,GeorgeHughes @gmail.com,night,night,university,Yes,No,No,Yes,Yes
2142,Mario,Bush,34,MarioBush@gmail.com,morning,morning,secondary,No,No,Yes,No,No
2143,Albert,Hughes ,31,AlbertHughes @gmail.com,night,morning,secondary,No,No,Yes,Yes,No
2144,Lucas,Williams,23,LucasWilliams@gmail.com,night,night,university,No,No,Yes,Yes,Yes
2145,Jorge,Lee ,29,JorgeLee @gmail.com,night,night,secondary,Yes,Yes,Yes,No,No
2146,Miguel,Hughes ,27,MiguelHughes @gmail.com,night,night,secondary,No,Yes,No,No,Yes
2147,Albert,Jones,21,AlbertJones@gmail.com,morning,night,university,Yes,No,No,No,Yes
2148,Lucas,Taylor,24,LucasTaylor@gmail.com,morning,night,university,No,No,No,No,No
2149,Marie,Williams,19,MarieWilliams@gmail.com,morning,night,secondary,No,No,No,Yes,Yes
2150,Miguel,Jones,29,MiguelJones@gmail.com,night,morning,secondary,No,Yes,No,Yes,No
2151,Antonio,Smith,18,AntonioSmith@gmail.com,night,morning,secondary,No,No,Yes,Yes,Yes
2152,Derek,Roberts ,28,DerekRoberts @gmail.com,morning,morning,secondary,Yes,Yes,Yes,Yes,Yes
2153,Josephine,Davies ,21,JosephineDavies @gmail.com,morning,night,university,No,Yes,Yes,No,No
2154,John,Evans ,20,JohnEvans @gmail.com,night,night,secondary,Yes,Yes,No,No,Yes
2155,John,Edwards ,27,JohnEdwards @gmail.com,morning,night,university,Yes,No,Yes,Yes,No
2156,LouisaLoren,Jones,21,LouisaLorenJones@gmail.com,night,morning,university,Yes,No,No,No,Yes
2157,LouisaLoren,Thomas ,30,LouisaLorenThomas @gmail.com,night,night,secondary,No,Yes,No,Yes,No
2158,Antonio,Brown,30,AntonioBrown@gmail.com,morning,morning,university,Yes,Yes,Yes,Yes,Yes
2159,Lucas,Roberts ,29,LucasRoberts @gmail.com,night,night,university,Yes,No,No,Yes,Yes
2160,Antonio,Lee ,27,AntonioLee @gmail.com,night,night,university,No,No,Yes,Yes,No
2161,Derek,Williams,34,DerekWilliams@gmail.com,night,night,university,Yes,No,Yes,No,Yes
2162,Mario,Walker ,28,MarioWalker @gmail.com,morning,night,secondary,Yes,No,Yes,No,No
2163,Luna,Hughes ,25,LunaHughes @gmail.com,night,night,secondary,No,No,No,Yes,No
2164,Mario,Hughes ,21,MarioHughes @gmail.com,morning,night,secondary,No,Yes,No,Yes,No
2165,Albert,Wright,23,AlbertWright@gmail.com,night,night,university,No,Yes,No,Yes,Yes
2166,Nick,Roberts ,22,NickRoberts @gmail.com,morning,night,university,Yes,No,No,Yes,No
2167,Nick,Evans ,22,NickEvans @gmail.com,morning,night,secondary,Yes,Yes,Yes,No,No
2168,Albert,Bush,34,AlbertBush@gmail.com,morning,night,secondary,Yes,No,Yes,No,No
2169,Marie,Johnson,22,MarieJohnson@gmail.com,night,morning,secondary,Yes,Yes,No,Yes,Yes
2170,George,Williams,18,GeorgeWilliams@gmail.com,night,morning,secondary,Yes,No,No,Yes,No
2171,Luna,Roberts ,24,LunaRoberts @gmail.com,morning,morning,university,Yes,Yes,Yes,No,No
2172,Nick,Evans ,20,NickEvans @gmail.com,night,morning,university,Yes,No,No,No,No
2173,Anthony,White,33,AnthonyWhite@gmail.com,morning,morning,secondary,No,No,Yes,Yes,No
2174,Miguel,Roberts ,20,MiguelRoberts @gmail.com,night,morning,university,Yes,No,Yes,Yes,Yes
2175,Luna,Evans ,31,LunaEvans @gmail.com,morning,morning,secondary,Yes,No,No,Yes,Yes
2176,Luna,Wright,20,LunaWright@gmail.com,night,night,secondary,No,Yes,No,Yes,No
2177,Nick,Lee ,23,NickLee @gmail.com,night,morning,university,Yes,No,No,Yes,Yes
2178,Luna,Brown,32,LunaBrown@gmail.com,night,morning,secondary,Yes,Yes,No,Yes,Yes
2179,Nick,Robinson ,20,NickRobinson @gmail.com,night,night,university,No,No,Yes,No,Yes
2180,Marie,Thompson ,25,MarieThompson @gmail.com,night,night,university,No,Yes,No,Yes,Yes
2181,Lucas,Thomas ,31,LucasThomas @gmail.com,night,morning,secondary,Yes,No,Yes,No,Yes
2182,Maria,White,32,MariaWhite@gmail.com,night,morning,secondary,Yes,Yes,No,No,Yes
2183,Nick,Edwards ,25,NickEdwards @gmail.com,night,night,secondary,No,No,No,Yes,No
2184,Nick,Wright,27,NickWright@gmail.com,night,morning,secondary,Yes,Yes,No,No,Yes
2185,Miguel,Hughes ,32,MiguelHughes @gmail.com,morning,night,university,Yes,No,No,No,Yes
2186,Anthony,Brown,18,AnthonyBrown@gmail.com,morning,morning,secondary,No,Yes,No,Yes,No
2187,Josephine,Thompson ,20,JosephineThompson @gmail.com,night,morning,secondary,Yes,No,Yes,Yes,No
2188,LouisaLoren,Smith,22,LouisaLorenSmith@gmail.com,morning,night,secondary,No,Yes,No,No,No
2189,Antonio,Bush,26,AntonioBush@gmail.com,morning,night,university,No,Yes,Yes,No,No
2190,Albert,Robinson ,32,AlbertRobinson @gmail.com,night,night,secondary,No,No,No,Yes,Yes
2191,LouisaLoren,Evans ,25,LouisaLorenEvans @gmail.com,morning,morning,university,Yes,Yes,Yes,Yes,Yes
2192,Albert,Thompson ,26,AlbertThompson @gmail.com,night,morning,university,No,No,No,No,Yes
2193,Luna,Smith,27,LunaSmith@gmail.com,night,night,university,Yes,Yes,No,No,Yes
2194,Luna,Davies ,29,LunaDavies @gmail.com,morning,night,university,Yes,No,Yes,No,No
2195,LouisaLoren,Walker ,19,LouisaLorenWalker @gmail.com,night,morning,secondary,Yes,No,Yes,Yes,No
2196,Michael,Roberts ,26,MichaelRoberts @gmail.com,morning,morning,secondary,No,Yes,No,Yes,Yes
2197,Josephine,Thompson ,33,JosephineThompson @gmail.com,night,night,university,No,No,Yes,Yes,Yes
2198,George,Davies ,18,GeorgeDavies @gmail.com,night,morning,secondary,Yes,No,Yes,No,No
2199,John,Roberts ,26,JohnRoberts @gmail.com,night,night,university,No,Yes,Yes,No,Yes
2200,Miguel,Bush,24,MiguelBush@gmail.com,night,morning,secondary,Yes,No,No,Yes,Yes
2201,Nick,Brown,25,NickBrown@gmail.com,morning,morning,university,No,No,Yes,No,No
2202,Marie,Wright,22,MarieWright@gmail.com,night,morning,secondary,No,Yes,No,No,Yes
2203,Nick,Lee ,21,NickLee @gmail.com,morning,morning,secondary,No,Yes,Yes,No,No
2204,Luna,Walker ,20,LunaWalker @gmail.com,morning,night,secondary,Yes,Yes,Yes,No,No
2205,Lucas,Wright,28,LucasWright@gmail.com,morning,night,university,No,No,No,Yes,No
2206,LouisaLoren,Williams,19,LouisaLorenWilliams@gmail.com,night,morning,secondary,Yes,No,Yes,No,No
2207,Lucas,Hughes ,33,LucasHughes @gmail.com,night,morning,secondary,Yes,Yes,No,No,No
2208,LouisaLoren,Walker ,24,LouisaLorenWalker @gmail.com,night,night,university,No,No,Yes,No,No
2209,Michael,Williams,18,MichaelWilliams@gmail.com,night,morning,secondary,Yes,No,No,No,No
2210,Lucas,Robinson ,22,LucasRobinson @gmail.com,morning,night,university,No,No,No,Yes,Yes
2211,Antonio,Brown,29,AntonioBrown@gmail.com,night,morning,secondary,No,Yes,No,No,No
2212,Mario,Jones,34,MarioJones@gmail.com,morning,morning,university,No,No,Yes,No,No
2213,Miguel,Walker ,27,MiguelWalker @gmail.com,night,night,university,No,No,Yes,Yes,No
2214,Anthony,White,18,AnthonyWhite@gmail.com,night,morning,secondary,Yes,No,Yes,No,No
2215,Lucas,Williams,20,LucasWilliams@gmail.com,night,night,university,Yes,Yes,No,Yes,Yes
2216,Michael,Johnson,32,MichaelJohnson@gmail.com,night,night,secondary,Yes,Yes,Yes,No,No
2217,Mario,Wright,26,MarioWright@gmail.com,night,night,secondary,No,Yes,No,No,Yes
2218,Albert,Thomas ,23,AlbertThomas @gmail.com,night,morning,university,No,No,Yes,Yes,No
2219,Josephine,White,20,JosephineWhite@gmail.com,night,night,secondary,No,No,Yes,Yes,No
2220,Luna,Hughes ,31,LunaHughes @gmail.com,morning,night,university,Yes,No,No,Yes,No
2221,Antonio,Smith,30,AntonioSmith@gmail.com,night,night,university,Yes,Yes,No,Yes,Yes
2222,Nick,Bush,28,NickBush@gmail.com,morning,morning,secondary,Yes,Yes,No,Yes,No
2223,Mario,Johnson,31,MarioJohnson@gmail.com,night,morning,university,No,Yes,Yes,Yes,No
2224,Michael,Robinson ,22,MichaelRobinson @gmail.com,morning,night,secondary,Yes,Yes,No,No,No
2225,LouisaLoren,Brown,27,LouisaLorenBrown@gmail.com,night,night,secondary,No,Yes,Yes,No,No
2226,LouisaLoren,Bush,29,LouisaLorenBush@gmail.com,night,morning,secondary,No,Yes,Yes,No,Yes
2227,LouisaLoren,Williams,31,LouisaLorenWilliams@gmail.com,night,morning,university,No,Yes,Yes,No,Yes
2228,Derek,Thompson ,18,DerekThompson @gmail.com,morning,night,university,Yes,Yes,Yes,Yes,Yes
2229,Michael,Jones,22,MichaelJones@gmail.com,night,night,secondary,No,No,Yes,No,No
2230,Albert,Thompson ,31,AlbertThompson @gmail.com,morning,night,university,No,No,Yes,No,Yes
2231,George,Williams,28,GeorgeWilliams@gmail.com,night,night,secondary,Yes,No,Yes,No,Yes
2232,LouisaLoren,Wright,34,LouisaLorenWright@gmail.com,morning,night,secondary,Yes,Yes,No,No,No
2233,Anthony,Lee ,34,AnthonyLee @gmail.com,morning,night,university,Yes,Yes,No,Yes,No
2234,Derek,Brown,32,DerekBrown@gmail.com,night,morning,university,No,No,No,Yes,Yes
2235,Miguel,Taylor,23,MiguelTaylor@gmail.com,morning,night,university,No,Yes,Yes,No,No
2236,Jorge,Jones,33,JorgeJones@gmail.com,night,morning,secondary,No,Yes,Yes,Yes,No
2237,Mario,Brown,27,MarioBrown@gmail.com,morning,morning,university,No,Yes,No,No,No
2238,LouisaLoren,Robinson ,33,LouisaLorenRobinson @gmail.com,night,night,university,Yes,No,No,No,No
2239,Jorge,Jones,24,JorgeJones@gmail.com,night,morning,secondary,No,Yes,Yes,No,Yes
2240,George,Brown,19,GeorgeBrown@gmail.com,morning,morning,university,Yes,No,No,Yes,No
2241,Mario,Thompson ,18,MarioThompson @gmail.com,morning,morning,secondary,No,No,Yes,No,No
2242,Nick,Evans ,33,NickEvans @gmail.com,night,morning,secondary,No,Yes,Yes,Yes,Yes
2243,Mario,Brown,23,MarioBrown@gmail.com,night,night,university,No,Yes,No,No,Yes
2244,Michael,Edwards ,33,MichaelEdwards @gmail.com,morning,night,secondary,No,No,No,No,No
2245,Lucas,Thomas ,33,LucasThomas @gmail.com,night,night,secondary,Yes,No,Yes,No,Yes
2246,Luna,Taylor,19,LunaTaylor@gmail.com,morning,night,secondary,Yes,Yes,Yes,No,Yes
2247,Jorge,Smith,24,JorgeSmith@gmail.com,morning,night,secondary,Yes,No,Yes,No,Yes
2248,Jorge,Williams,28,JorgeWilliams@gmail.com,night,night,university,Yes,Yes,No,Yes,No
